channel-uf,channel-city,channel-network,channel-name,channel-codec,channel-resolution,tvg-id,tvg-name,url-tvg,tvg-language,tvg-country,tvg-logo,group-title,shift,audio-track,aspect-ratio,subtitles,background,url
AM,Manaus,Boas Novas,Boas Novas Manaus,h264,1080,REDE.BOAS.NOVAS.-.NET.MANAUS.br,Boas Novas Manaus,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/thumb/3/39/Rede_Boas_Novas.png/200px-Rede_Boas_Novas.png,Religioso,-3,por,16:9,por,#000000,https://cdn.jmvstream.com/w/LVW-9375/LVW9375_6i0wPBCHYc/playlist.m3u8
AM,Manaus,CNT,CNT Manaus,h264,720,CNT.REDE.br,CNT Manaus,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/CNT_logo.svg/750px-CNT_logo.svg.png,Geral,-3,por,16:9,por,#000000,https://d1s664t39qub1o.cloudfront.net/live/cnt-manaus.m3u8
AM,Manaus,RecordTV,RecordTV Manaus,h264,1080,,RecordTV Manaus,,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/0/0b/Logotipo_da_RecordTV_Manaus.png,Geral,-3,por,16:9,por,#000000,https://playplusmao-lh.akamaihd.net/i/pp_mao@409195/master.m3u8
BA,Salvador,CNT,CNT Bahia,h264,1080,CNTBahia.br(m3u4u),CNT Bahia,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/CNT_logo.svg/750px-CNT_logo.svg.png,Geral,-3,por,16:9,por,#000000,https://dd8umsy8yf96u.cloudfront.net/live/cnt-salvador.m3u8
BA ,Salvador ,RecordTV,RecordTV Itapoan,h264,1080,RecordTVItapoan.br(m3u4u),RecordTV Itapoan,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/1/13/Logotipo_da_RecordTV_Itapoan.png,Geral,-3,por,16:9,por,#000000,https://playplussdr-lh.akamaihd.net/i/pp_sdr@377858/master.m3u8
BA ,Salvador ,Rede Legislativa,TV ALBA,h264,1080,,TV ALBA,,Portuguese,BR,,Legislativo,-3,por,16:9,por,#000000,https://digilab.cds.ebtcvd.net/live-tvalba/stream/playlist.m3u8
BA ,Salvador ,TV Brasil/Futura,TVE Bahia,h264,1080,TVEBahia.br(m3u4u),TVE Bahia,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,http://stream2.ba.gov.br/hls-live/livepkgr/_definst_/irdeb/pgm-1.m3u8
BA ,Salvador ,TV Cultura,TV Baiana,h264,1080,,TV Baiana,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://videodj.fm5.com.br:19360/tvbaiana/tvbaiana.m3u8
BA ,Salvador ,TV Universal,TV Ouro Negro,h264,1080,,TV Ouro Negro,,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,https://stmv1.srvstm.com/diegodemenezes3156/diegodemenezes3156/playlist.m3u8
CE,Caucaia,TV Escola,TV Metrópole,h264,720,,TV Metrópole,,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/9/92/Logotipo_da_TV_Metr%C3%B3pole.png,Educativo,-3,por,16:9,por,#000000,https://cdn-fundacao-2110.ciclano.io:1443/fundacao-2110/fundacao-2110/playlist.m3u8
CE,Fortaleza,Futura,Canal FDR,h264,1080,CanalFDR.br(m3u4u),Canal FDR,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,https://stmv1.transmissaodigital.com/ronald6259/ronald6259/playlist.m3u8
CE,Fortaleza,Rede Legislativa,TV Assembleia Legislativa Ceará,h264,720,AssembleiaLegislativaCeara.br(m3u4u),TV Assembleia Legislativa Ceará,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://i.imgur.com/oDDuqms.png,Legislativo,-3,por,16:9,por,#000000,https://jjn5dkk9bd.zoeweb.tv/z404-live/stream/playlist.m3u8
CE,Fortaleza,SBT,TV Jangadeiro,h264,1080,TVJangadeiro.br(m3u4u),TV Jangadeiro,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://5a1c76baf08c0.streamlock.net/tvsd2/smil:tvsd2_20042020.smil/playlist.m3u8
CE,Fortaleza,sem rede,TV Diário,h264,1080,TV.DIÁRIO.FORTALEZA.e.NATAL.br,TV Diário,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/TV_Di%C3%A1rio_logo.svg/500px-TV_Di%C3%A1rio_logo.svg.png,Geral,-3,por,16:9,por,#000000,https://www.dailymotion.com/video/x7txn7q
CE,Fortaleza,TV Brasil/TV Cultura,TV Ceará,h264,1080,TV.CEARA.br,TV Ceará,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://cdn.jmvstream.com/w/AVJ-9889/playlist/playlist.m3u8
CE,Fortaleza,TV Universal,TV Capital,h264,1080,,TV Capital,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://stmv1.srvif.com/rbc/rbc/playlist.m3u8
DF,Brasília,RecordTV,RecordTV Brasília,h264,1080,RecordTVBrasilia.br(m3u4u),RecordTV Brasília,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/2/2a/Logotipo_da_RecordTV_Bras%C3%ADlia.png,Geral,-3,por,16:9,por,#000000,https://playplusbsa-lh.akamaihd.net/i/pp_bsa@377860/master.m3u8
DF,Brasília,Rede Legislativa,TV Câmara,h264,720,TVCamara.br(m3u4u),TV Câmara,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://logodownload.org/wp-content/uploads/2019/01/tv-camara-logo.png,Legislativo,-3,por,16:9,por,#000000,https://stream3.camara.gov.br/tv1/manifest.m3u8
DF,Brasília,Rede Legislativa,TV Câmara 2,h264,720,,TV Câmara 2,,Portuguese,BR,,Legislativo,-3,por,16:9,por,#000000,https://stream3.camara.gov.br/tv2/manifest.m3u8
DF,Brasília,Rede Legislativa,TV Senado,wmv3,360,TVSenado.br(m3u4u),TV Senado,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/TV_Senado.svg/1280px-TV_Senado.svg.png,Legislativo,-3,por,16:9,por,#000000,rtsp://drix.senado.gov.br/tv1
DF,Brasília,Rede União,TV União Brasília,h264,1080,,TV União Brasília,,Portuguese,BR,https://tvuniaobrasilia.com.br/wp-content/uploads/2020/01/Lg_Tv_Uniao_Bsb_Canal_300px.png,Geral,-3,por,16:9,por,#000000,https://596639ebdd89b.streamlock.net/tvuniao/tvuniao/playlist.m3u8
DF,Brasília,SBT,SBT Brasília,h264,1080,,SBT Brasília,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://www.youtube.com/user/TVSBTBrasilia/live
DF,Brasília,sem rede,ALL Sports TV,h264,720,,ALL Sports TV,,Portuguese,BR,https://i.imgur.com/T37KWjg.png,Esportes,-3,por,16:9,por,#000000,https://5cf4a2c2512a2.streamlock.net/dgrau/dgrau/chunklist.m3u8
DF,Brasília,sem rede,TV Brasil,h264,1080,TVBrasil.br(m3u4u),TV Brasil,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,https://upload.wikimedia.org/wikipedia/pt/1/1c/Logotipo_da_TV_Brasil.png,Governamental,-3,por,16:9,por,#000000,https://video-rvd-pe-cdc-gw-4-1.rnp.br/live/ocp(t(FlM0jMy8CK0)r(fVR9ug)a(yZaYKg)p(d(2xc)k(q8M)m(Y2z8kNxcbsio8GbHKbSdgA)n(a(yUB7ng)s(pEg)'a(DJPRFA)s(2to)))s(s(3RI)b(reymt_1x067kS42ungIx7xCR4bFzftjDklGKcCr66wFJYetU0RBU81_FPhxck31p8jG1Qtgmmldi5QEKfA)'s(nYw)b(N_E-6z_RzWV9MbguJLDW2vgYaDu7yE9niy5zKQHsseVBFmuFQayOBCdIImSB-tm17i_pHL6-GYIPP-eiibBXeHoP6a8BtCL1fJ4HTDNZ)'s(HLo)b(1px-3nh9))m(0))/index.m3u8
DF,Brasília,sem rede,TV Brasil 2,h264,1080,TV.Brasil.2.br,TV Brasil 2,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,,Governamental,-3,por,16:9,por,#000000,
DF,Brasília,sem rede,TV Justiça,h264,1080,TV.JUSTIÇA.br,TV Justiça,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Governamental,-3,por,16:9,por,#000000,https://www.youtube.com/channel/UC0qlZ5jxxueKNzUERcrllNw/live
DF,Brasília,sem rede,UnBTV,h264,720,,UnBTV,,Portuguese,BR,https://i.imgur.com/ZEBfmvb.png,Educação,-3,por,16:9,por,#000000,https://video-rvd-mg-1.rnp.br/live/ocp(t(FlPX_xW91dE)r(fVR9ug)a(yZaYKg)p(d(2xc)k(q8M)m(H0rUczp6xxUK-bjBM2mC0A)n(a(eq9-eg)s(4dA)'a(kvpuHw)s(vUs)))s(s(qEE)b(_-dYZvSEgxEnC25qm7HxgjkwHO_CqwWpcL_89lNhh_xsOQUS4DUb7OVumK5uwL8MBUifGnsD_irTNOITZw)'s(FBo)b(gJfb6tRIuleT8di-I2E0WTtmbA4QSIW-Dm6DUXfXB_FnD6ZyqFH5PsLqYJHgBLSNSZnc9V715JgoSb2QejD1jLhlicJJQXYAeOB-iWwN)'s(54o)b(CRZZkoZ7))m(0))/index.m3u8
ES,Guarapari,Rede Minas,TV Guarapari,h264,1080,,TV Guarapari,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://video.wellhost.com.br/tvguarapari/tvguarapari/playlist.m3u8
GO,Goiânia,RecordTV,RecordTV Goiás,h264,1080,RecordTVGoias.br(m3u4u),RecordTV Goiás,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://playplusgoya-lh.akamaihd.net/i/pp_gna@377833/master.m3u8
GO,Goiânia,Rede Fonte,Fonte TV,h264,1080,,Fonte TV,,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,http://flash.softhost.com.br:1935/fonte/fontetv/live.m3u8
GO,Goiânia,SBT,TV Serra Dourada,h264,1080,TVSerraDourada.br(m3u4u),TV Serra Dourada,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://5a1c76baf08c0.streamlock.net/tvsd2/smil:tvsd2_20042020.smil/playlist.m3u8
GO,Goiânia,sem rede,Metrópole News TV,h264,480,,Metrópole News TV,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,http://in.uaimacks.net.br:1935/macks/macks.sdp/playlist.m3u8
GO,Goiânia,TV Aparecida,PUC TV Goiás,h264,320,PUCTVGoias.br(m3u4u),PUC TV Goiás,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Educação,-3,por,16:9,por,#000000,http://flash.softhost.com.br:1935/pucgoias/aovivo/live.m3u8
GO,Goiânia,TV Cultura,TV Brasil Central,h264,1080,,TV Brasil Central,,Portuguese,BR,,Educação,-3,por,16:9,por,#000000,http://wz3.dnip.com.br/tvbrasil/tvbrasil.sdp/playlist.m3u8
GO,Trindade,TV Pai Eterno,RCI,h264,1080,,RCI,,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,https://59f1cbe63db89.streamlock.net:1443/teste01/_definst_/teste01/playlist.m3u8
MG,Belo Horizonte,RecordTV,RecordTV Minas,h264,1080,RecordTVMinas.br(m3u4u),RecordTV Minas,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://playplusbh-lh.akamaihd.net/i/pp_bh@377862/master.m3u8
MG,Belo Horizonte,Rede Legislativa,TV ALMG,h264,480,TVAssembleiadeMinasGerais.br(m3u4u),TV ALMG,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Legislativo,-3,por,16:9,por,#000000,https://streaming.almg.gov.br/live/tvalmg.m3u8
MG,Belo Horizonte,Rede Super,Rede Super,h264,432,RedeSuper.br(m3u4u),Rede Super,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,http://api.new.livestream.com/accounts/10205943/events/3429501/live.m3u8
MG,Belo Horizonte,sem rede,TV Horizonte,h264,720,HorizonteTV.br(m3u4u),TV Horizonte,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,https://www.youtube.com/channel/UC_n4rC_MIZVtpKHmtIc_QbQ/live
MG,Diamantina,Rede Minas,TV Vale,h264,1080,,TV Vale,,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,https://livefocamundo.com:8081/tvvale/tracks-v1a1/mono.m3u8
MG,Guaxupé,Rede Minas,TV Sul,h264,1080,,TV Sul,,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,http://live.cdn.upx.com/00046/myStream.sdp/playlist.m3u8
MG,Lambari,sem rede,O Caminho Antigo,h264,720,,O Caminho Antigo,,Portuguese,BR,,Religioso,-3,por,16:9,por,#000000,https://www.youtube.com/channel/UC-ifnHf4QVhOS7ZKQTkfXdQ/live
MG,Ouro Preto,sem rede,TV UFOP,h264,1080,,TV UFOP,,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,https://video-rvd-df-gw-1-1.rnp.br/live/ocp(t(FlM1vNyyrPk)r(fVR9ug)a(yZaYKg)p(d(2xc)k(q8M)m(AZkmMgp8z-kQybf2YZp1pw)n(a(3mDwWA)s(3jo)'a(kjjJMw)s(XRI)))s(s(JEk)b(29MWrvw2BrqKxjcFKgfwbeOD4RfT_i9VGdF341rDuWcycz74TVxx5c7Cw_Q1ZuCEE5ZZvaCbWCOVPMb-5A)'s(85k)b(OdOblKZd1Ep8PZhRBpJ0i9kwEUnSziQIROnr8YD_VxQgSxZUyVGf2zzBmUYqvBZAaKT-DJyPwb04BU3KyahDLBYpxiH_cxNWn2Yzw_13)'s(TAg)b(qntz92J_))m(0))/index.m3u8
MG,Patos de Minas,Rede Minas/TV Cultura,NTV,h264,1080,,NTV,,Portuguese,BR,,Educativo,-3,por,16:9,por,#000000,https://59f1cbe63db89.streamlock.net:1443/ntvnet/_definst_/ntvnet/playlist.m3u8
MG,Unaí,Rede Minas,TV Rio Preto,h264,1080,,TV Rio Preto,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://livefocamundo.com:8081/tvriopreto/tracks-v1a1/mono.m3u8
MG,Viçosa,Rede Minas,TV Viçosa,h264,1080,,TV Viçosa,,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,http://wz4.dnip.com.br/fratevitv/fratevitv.sdp/playlist.m3u8
MS,Campo Grande,sem rede,AgroBrasil TV,h264,480,AgroBrasilTV.br(m3u4u),AgroBrasil TV,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Agro,-3,por,16:9,por,#000000,http://45.162.230.234:1935/agrobrasiltv/agrobrasiltv/playlist.m3u8
MS,Campo Grande,sem rede,Canal do Boi,h264,480,CanaldoBoi.br(m3u4u),Canal do Boi,http://m3u4u.com/epg/68m7n4xmj4szww5n1gek,Portuguese,BR,,Agro,-3,por,16:9,por,#000000,https://aovivo.equipea.com.br:5443/WebRTCAppEE/streams/713829795440060188004130.m3u8
MT,Cuiabá,CNT,CNT Cuiabá,h264,720,CNT.REDE.br,CNT Cuiabá,https://github.com/epgshare01/share01/blob/master/epg_ripper_BR1.xml.gz?raw=true,Portuguese,BR,,Geral,-3,por,16:9,por,#000000,https://d1s664t39qub1o.cloudfront.net/live/cnt-cuiaba.m3u8
MT,Cuiabá,Rede Legislativa,TV Assembleia MT,h264,720,,TV Assembleia MT,,Portuguese,BR,,Legislativo,-3,por,16:9,por,#000000,https://streaming.al.mt.gov.br/test/index.m3u8
